message_date,sender,message_text,service_type
2025-06-13 11:07:50,Thad Norman,The list was provided by the old website company so this would be a new list for Patrick and Jovan to help with,iMessage
2025-06-13 12:44:26,Thad Norman,Can you double check the lead form after the server migration are going to this email sales@guardian-graphics.com properly?,iMessage
2025-06-13 12:44:27,Thad Norman,https://guardian-graphics.com/,iMessage
2025-06-13 13:01:07,Me,Looking into it now,iMessage
2025-06-13 13:39:57,Me,Fixed,iMessage
2025-06-13 13:43:38,Thad Norman,,iMessage
2025-06-13 13:43:41,Thad Norman,.https://car-window-tinting.com/shades-of-gray/,iMessage
2025-06-13 13:44:22,Me,Where is the CTA supposed to go to?,iMessage
2025-06-13 13:44:46,Thad Norman,"Dedicated lead form page for Shades of Gray, hold tight, I’ll send it",iMessage
2025-06-13 13:45:46,Me,Ok,iMessage
2025-06-13 13:46:47,Thad Norman,?https://car-window-tinting.com/get-a-free-quote-shades-of-gray/,iMessage
2025-06-13 13:53:39,Me,Ok. Can you check the buttons again?,iMessage
2025-06-13 14:24:08,Thad Norman,Working!,iMessage
2025-06-13 14:24:54,Me,Good deal. Give us til 4:30 on the migration,iMessage
2025-06-13 14:27:27,Thad Norman,,iMessage
2025-06-13 15:57:48,Thad Norman,"I just added Cookeville’s login credentials to the sheet, that one is ready when you’re done with the server",iMessage
2025-06-13 15:58:06,Me,,iMessage
2025-06-13 17:36:27,Thad Norman,How are we looking?,iMessage
2025-06-13 17:56:11,Me,Almost done,iMessage
2025-06-13 17:56:57,Me,Can Bluehost cancel at 11:59pm? Or do you have to tell them at the moment you’re ready to cancel?,iMessage
2025-06-13 17:57:13,Me,We don’t need to 11:59pm but I’m just trying to make the timeframe easy for them,iMessage
2025-06-13 18:01:22,Me,We waited to flip car-window-tinting.com to just now,iMessage
2025-06-13 18:01:38,Thad Norman,"It’s not a matter of cancel, I just need to downgrade to monthly, which will move everything to a different server",iMessage
2025-06-13 18:01:40,Me,"So if there are any Google issues, just know they were blips. We’re back up and running fully.",iMessage
2025-06-13 18:01:59,Thad Norman,I’ll check here in a minute,iMessage
2025-06-13 18:02:03,Me,Ok,iMessage
2025-06-13 18:02:12,Me,You’ll be able to cancel Bluehost FYI,iMessage
2025-06-13 18:05:21,Thad Norman,"It’s your call, I can call them as soon as you guys are ready for me to cancel it",iMessage
2025-06-13 21:00:05,Me,You can tell Bluehost to cancel at 9:30p,iMessage
2025-06-13 21:01:23,Me,,iMessage
2025-06-13 21:02:07,Thad Norman,"K, I’ll wait until 9:30 to call and confirm with you before I calliI
NSDictionary",iMessage
2025-06-13 21:02:13,Me,,iMessage
2025-06-13 21:02:28,Me,They might have to cart us out of the restaurant tomorrow,iMessage
2025-06-13 21:02:47,Me,We should have done dinner later so we can do drinks before,iMessage
2025-06-13 21:04:37,Thad Norman,"All good, it’ll be a good time",iMessage
2025-06-13 21:17:47,Me,12 hour Velocity day,iMessage
2025-06-13 21:17:50,Me,Holy fucking shit,iMessage
2025-06-13 21:18:11,Me,None of it is billable — wrapped into your $125 a site so don’t freak out. But damn! 😂,iMessage
2025-06-13 21:20:31,Thad Norman,Plenty of business to be had once we get past this!,iMessage
2025-06-13 21:22:28,Thad Norman,Good to call BlueHost now?,iMessage
2025-06-13 21:23:54,Me,Go ahead and call,iMessage
2025-06-13 21:23:56,Me,,iMessage
2025-06-13 21:24:42,Thad Norman,Full cancel just to be sure?,iMessage
2025-06-13 21:24:57,Me,Full cancel,iMessage
2025-06-13 21:27:11,Thad Norman,,iMessage
2025-06-13 21:27:30,Thad Norman,That popped up for Nash and Automobilia texted that a customer saw theirs do the same,iMessage
2025-06-13 21:29:10,Me,I’m aware. We’re pushing new SSL certs right now,iMessage
2025-06-13 21:29:28,Thad Norman,,iMessage
2025-06-13 21:29:29,Me,Big thing was pulling a copy of the sites,iMessage
2025-06-13 21:30:18,Me,Can you check Nash again,iMessage
2025-06-13 21:31:11,Thad Norman,Working!,iMessage
2025-06-13 21:31:18,Me,Perfect. Final touches.,iMessage
2025-06-13 21:39:13,Me,They’re all working now,iMessage
2025-06-13 21:40:00,Thad Norman,,iMessage
2025-06-13 21:40:07,Thad Norman,Velocity is funky,iMessage
2025-06-13 21:44:44,Me,"Try it nowiI
NSDictionary",iMessage
2025-06-13 21:45:02,Me,"Sorry, that was the last one the list. I forgot to push the final button 😆",iMessage
2025-06-13 21:45:17,Thad Norman,BlueHost is officially cancelled,iMessage
2025-06-13 21:45:22,Me,Also run some speed tests — it’s snappy and only going to get better,iMessage
2025-06-13 21:45:24,Me,,iMessage
2025-06-13 21:45:34,Thad Norman,Will do,iMessage
2025-06-13 21:45:39,Me,Awesome. Thank you Bluehost for 30 free days to get staged.,iMessage
2025-06-13 21:45:49,Me,Are you seeing the actual Velocity site now?,iMessage
2025-06-13 21:46:05,Thad Norman,Yes sir,iMessage
2025-06-14 15:16:01,Thad Norman,,iMessage
2025-06-14 15:17:23,Me,,iMessage
2025-06-14 15:17:46,Thad Norman,Thank you sir,iMessage
2025-06-14 15:17:48,Me,"I think the rest were relying on Bren’s set up, if there was one. Regardless, I’ll check on it. Give me a few mins.",iMessage
2025-06-14 15:18:00,Me,Assuming all need to be switched over proactively?,iMessage
2025-06-14 15:18:08,Thad Norman,Redline was built by the cheap guys,iMessage
2025-06-14 15:18:11,Me,Ah ok,iMessage
2025-06-14 15:29:19,Me,Who do the emails alerts need to go to?,iMessage
2025-06-14 15:31:58,Thad Norman,erick@redlinetinthouston.com,iMessage
2025-06-14 15:33:05,Me,All set,iMessage
2025-06-14 15:33:21,Me,Here’s a back-dated list of all the captured leads since the site went live,iMessage
2025-06-14 15:33:42,Me,"We’ll get that form flipped to Fluent Forms Pro eventually, but it’s functioning as an Elementor Form right now.",iMessage
2025-06-14 15:42:46,Thad Norman,,iMessage
2025-06-14 15:43:11,Me,Standby though. We may need to register erick@redlinetinthouston.com in our SMTP system. I’ll keep you updated.,iMessage
2025-06-14 15:44:01,Thad Norman,,iMessage
2025-06-14 15:44:33,Me,,iMessage
2025-06-14 15:44:47,Thad Norman,"I just didiI
NSDictionary",iMessage
2025-06-14 15:44:51,Me,Awesome,iMessage
2025-06-14 22:20:41,Thad Norman,,iMessage
2025-06-14 22:21:10,Thad Norman,"Anytime, boat day next Saturday",iMessage
2025-06-15 16:56:21,Thad Norman,"Happy Father’s Day! No need to deal with this today but Redline let me know they did not receive a test lead from their website, they got confused and it was a Google Ads lead. Also I tried to change the one Admin user to my email and it hasn’t emailed me the link. This can wait until tomorrow, just didn’t want to forget to mention it.",iMessage
2025-06-15 17:13:27,Me,Happy Father’s Day — let them know they still are receiving leads but straight to the website. We’re working on authentication for SMTP which is a bit of a process. Christian is in Miami and will be back in the morning. But there’s no impact on their leads — they just aren’t going to be forwarded to that email address you gave me until after AWS reviews our request for authorization. Which is a one time thing for your server account so once done for redline. We can apply to everyone!,iMessage
2025-06-15 17:14:42,Thad Norman,,iMessage
2025-06-15 17:14:46,Me,"I recommend til tomorrow morning when I give the the green light, that Brittany logs into redline and goes into Elementor > submissions and then saves a csv of the (if any) responses and sends them manually to your guy. I recommend doing that for any of the live 15 brands we are running form leads for til I have the green light from Christian / AWS that SMTP configuration is complete for your server",iMessage
2025-06-15 17:15:11,Thad Norman,,iMessage
2025-06-15 17:15:50,Thad Norman,"Good news, the email change request did finally come through",iMessage
2025-06-15 17:19:23,Me,"For WP admin?iI
NSDictionary",iMessage
2025-06-15 17:45:01,Thad Norman,,iMessage
2025-06-15 17:48:54,Me,,iMessage
2025-06-15 17:54:34,Thad Norman,,iMessage
2025-06-15 18:46:39,Thad Norman,"Got access to EZ’s domain registration, should I go ahead and edit it or wait until tomorrow?",iMessage
2025-06-15 18:52:52,Me,Wait til tomorrow,iMessage
2025-06-15 19:18:04,Thad Norman,,iMessage
2025-06-16 10:15:01,Thad Norman,,iMessage
2025-06-16 11:01:03,Me,,iMessage
2025-06-16 11:10:40,Thad Norman,"Whenever you’re ready, I can also do all those GoDaddy sites",iMessage
2025-06-16 11:52:12,Me,Can I call you back?,iMessage
2025-06-16 11:52:39,Me,On phone I’ll call you right back,iMessage
2025-06-16 11:53:00,Thad Norman,"This is getting ugly quick, I just got a termination of service from a very good client",iMessage
2025-06-16 11:55:31,Me,Who?,iMessage
2025-06-16 11:55:37,Thad Norman,Tier 1,iMessage
2025-06-16 11:55:57,Me,"Call you in 5iI
NSDictionary",iMessage
2025-06-16 11:56:09,Thad Norman,I’m calling a bunch of people right now,iMessage
2025-06-16 11:56:20,Me,Are you free at 12,iMessage
2025-06-16 12:02:54,Me,Are you free now,iMessage
2025-06-16 12:20:07,Thad Norman,Also got a graphics client who might want a virtual server setup for them,iMessage
2025-06-16 12:23:52,Me,,iMessage
2025-06-16 12:28:39,Me,A VPS similar to yours?,iMessage
2025-06-16 12:35:06,Thad Norman,"Most likely, whatever you suggest",iMessage
2025-06-16 12:36:51,Me,"That’s great. Would just need to know what his use case would be so we can configure it properly but yeah that’s doable. Does he want somewhere to basically store all of his media content and then serve it out to the internet? Or does he have a website or something and he would want his own VPS because of all the media files and things that he has? We can get into it whenever, but we can make it work.",iMessage
2025-06-16 12:57:37,Thad Norman,I’ll ask. Do you have a good reporter point of contact at the news still? Will need to keep the source confidential,iMessage
2025-06-16 13:00:52,Thad Norman,"From them:

I don’t know.  We have 1 computer with a terabyte and we’ve almost went through that",iMessage
2025-06-16 13:02:54,Me,I only actually know one person on a text message basis who is still at WBTV and he didn’t have a contact in the news room to give you directly. Sales and news are literally like church and state in the business. You wouldn’t imagine how many clients want us to get them play on the news as a part of a paid ad deal. We just can’t ethically do it.,iMessage
2025-06-16 13:03:41,Me,,iMessage
2025-06-16 13:04:13,Thad Norman,Thank you sir,iMessage
2025-06-16 13:04:42,Me,There was a mass exodus like 2 years after I left otherwise I could at least give you someones cell number,iMessage
2025-06-16 13:05:14,Me,"But my buddy Tim who is the last guy that I knew who is still there, and their top sales AE, plays it by the book lol",iMessage
2025-06-16 13:05:40,Thad Norman,,iMessage
2025-06-16 13:05:53,Me,I think the investigates team would hop on it personally,iMessage
2025-06-16 13:05:55,Thad Norman,I’ll call them after I speak to my lawyer in 30,iMessage
2025-06-16 13:06:00,Me,,iMessage
2025-06-16 13:06:02,Thad Norman,I just need all websites live ASAP,iMessage
2025-06-16 13:06:09,Me,Oh yeah we’re cooking on the site migration right now,iMessage
2025-06-16 13:18:16,Thad Norman,"Gotta go full steam ASAP, please go ahead and do AP3 as soon as you’re ready for it",iMessage
2025-06-16 13:22:01,Me,,iMessage
2025-06-16 13:23:40,Me,On it,iMessage
2025-06-16 14:05:10,Me,Long story short. He has blocked us from getting into AP3,iMessage
2025-06-16 14:05:31,Thad Norman,Huh?,iMessage
2025-06-16 14:05:34,Me,He nerfed your permissions and I tried fixing them using a php (hacking) method,iMessage
2025-06-16 14:06:26,Me,,iMessage
2025-06-16 14:06:40,Thad Norman,He’s no longer got access to their DNS settings,iMessage
2025-06-16 14:07:13,Me,,iMessage
2025-06-16 14:07:33,Me,Is the support@velocity-seo.com the only admin login you have?,iMessage
2025-06-16 14:07:39,Me,If you have another please share ASAP,iMessage
2025-06-16 14:08:51,Thad Norman,To their domino?,iMessage
2025-06-16 14:08:56,Thad Norman,Domain?,iMessage
2025-06-16 14:10:11,Me,To the website,iMessage
2025-06-16 14:10:28,Thad Norman,I thought we downloaded it?,iMessage
2025-06-16 14:10:30,Me,Support@velocity-seo.com is all I have,iMessage
2025-06-16 14:11:11,Me,No that’s what I was saying on the phone. It was 10 GB. The backup plugin would time out and couldn’t complete the backup. I notated that in the spreadsheet. 10 GB is 3x as big as the next biggest site in your portfolio. I’ve never seen a Wordpress site with 10 GB of data on it.,iMessage
2025-06-16 14:11:41,Me,Do you have another login for the site?,iMessage
2025-06-16 14:12:38,Thad Norman,"Dude, he locked us out, that’s what I’m saying",iMessage
2025-06-16 14:13:07,Me,Yep and now he’s banned the user from even accessing the backend of the site,iMessage
2025-06-16 14:13:52,Me,,iMessage
2025-06-16 14:14:07,Thad Norman,Can you do that? We’re stuck to doing that,iMessage
2025-06-16 14:19:56,Me,Call me,iMessage
2025-06-16 14:20:01,Me,Have to talk this one out,iMessage
2025-06-16 15:02:09,Thad Norman,I just saw HDLife got deleted from Cloudflare?,iMessage
2025-06-16 15:03:16,Me,Yeah needed to make some room,iMessage
2025-06-16 15:03:23,Me,We have too many pending domains,iMessage
2025-06-16 15:23:38,Me,Are you aware of this on ae3-ppf,iMessage
2025-06-16 15:23:59,Thad Norman,I don’t know what that is,iMessage
2025-06-16 15:25:20,Me,,iMessage
2025-06-16 15:25:38,Thad Norman,Just the main AP3 site,iMessage
2025-06-16 15:25:44,Me,That was on the AP3 site,iMessage
2025-06-16 15:25:54,Thad Norman,I wouldn’t worry about that right now,iMessage
2025-06-16 15:26:18,Me,,iMessage
2025-06-16 15:26:33,Thad Norman,"No, not worried about that",iMessage
2025-06-16 15:26:35,Me,Ok,iMessage
2025-06-16 15:30:52,Me,He fucked with the wrong guys,iMessage
2025-06-16 15:31:06,Me,Mother fucker really pissed on my tree now,iMessage
2025-06-16 15:39:24,Me,We’re scraping the site now,iMessage
2025-06-16 15:42:29,Me,"It will probably take about 10 hours to build, but I can get at least a glorified landing page experience created in the meantime. I would normally charge way more but I can rebuild it for $1,500 from scratch. We may need to do it in phases. Scrape the site and store the data, but then throw up a landing page experience that at least captures leads. And then we meticulously roll out updates for missing pages. To avoid long term SEO penalties, we will 404 redirect the pages that we don’t have time to rebuild immediately. That way we can completely hijack all control from him.",iMessage
2025-06-16 15:42:56,Thad Norman,Let’s hold off for now and get everyone else live first,iMessage
2025-06-16 15:43:14,Me,,iMessage
2025-06-16 15:44:04,Me,Alright just let me know when you’re ready to roll with it or if you have concerns or questions,iMessage
2025-06-16 15:44:26,Me,,iMessage
2025-06-16 15:45:38,Thad Norman,I know,iMessage
2025-06-16 15:57:26,Thad Norman,MTP working now on the server,iMessage
2025-06-16 15:57:27,Thad Norman,?,iMessage
2025-06-16 15:57:33,Me,Yes,iMessage
2025-06-16 15:57:35,Me,100%,iMessage
2025-06-16 15:58:31,Me,And it’s good for every site including car-window-tinting.com,iMessage
2025-06-16 15:58:52,Me,Christian is adding erick@redlinetinthouston.com back to the notifications as we speak,iMessage
2025-06-16 16:10:02,Thad Norman,Is Trinity good to go?,iMessage
2025-06-16 16:10:57,Me,Yep,iMessage
2025-06-16 16:11:00,Me,It’s live,iMessage
2025-06-16 16:11:23,Me,We still need to sweep back and do SMTP work but not sure what sites use forms,iMessage
2025-06-16 16:11:33,Me,Assuming all,iMessage
2025-06-16 16:11:50,Thad Norman,They all use forms,iMessage
2025-06-16 16:11:53,Me,Ok,iMessage
2025-06-16 19:01:34,Thad Norman,,iMessage
2025-06-16 19:01:53,Thad Norman,.https://car-window-tinting.com/shades-of-gray/,iMessage
2025-06-16 19:07:31,Thad Norman,,iMessage
2025-06-16 19:12:18,Me,,iMessage
2025-06-16 19:12:30,Me,I know things are dire,iMessage
2025-06-16 19:12:39,Me,My goal is end of day tomorrow now that Christian is back,iMessage
2025-06-16 19:12:42,Thad Norman,I get it man but that hit today was $10k/month,iMessage
2025-06-16 19:12:59,Me,I know,iMessage
2025-06-16 19:13:16,Thad Norman,"I just can’t remember if I told you or not, it’s been a fucking day",iMessage
2025-06-16 19:13:49,Me,,iMessage
2025-06-16 19:15:15,Me,,iMessage
2025-06-16 19:18:24,Thad Norman,info@shadesofgraytint.com,iMessage
2025-06-16 19:20:24,Thad Norman,Duplicate Home landing page for this brand:,iMessage
2025-06-16 19:20:30,Thad Norman,https://sunmastersdfw.com/,iMessage
2025-06-16 19:20:43,Thad Norman,Ryan@sunmastersdfw.com,iMessage
2025-06-16 19:28:08,Thad Norman,Thttps://drive.google.com/drive/folders/1fdwDAdEbX_fzsDJTHmZT1vCbGVusHTPK?usp=sharing,iMessage
2025-06-16 20:09:20,Thad Norman,,iMessage
2025-06-16 20:12:49,Thad Norman,It’s this page:,iMessage
2025-06-16 20:12:52,Thad Norman,:https://paintprotectionfilmnearme.com/automotive-elegance/,iMessage
2025-06-16 21:23:32,Me,We need the admin and password for Brunswick added to the spreadsheet,iMessage
2025-06-16 21:30:32,Thad Norman,Is that one not staged already?,iMessage
2025-06-16 21:31:41,Thad Norman,I thought we downloaded all the sites already?,iMessage
2025-06-16 21:33:20,Me,"I have the backup for Brunswick, I need the login in order to access the WP admin.",iMessage
2025-06-16 21:33:47,Me,"Listen, if you want this done quickly you have to work with my process man.",iMessage
2025-06-16 21:34:08,Me,"Just take my lead on things, we’ll get through this.",iMessage
2025-06-16 21:40:38,Me,,iMessage
2025-06-16 22:07:41,Me,,iMessage
2025-06-16 22:14:16,Thad Norman,"I get it, we just got locked out of all sites so the question made me think it was another AP3 situation?",iMessage
2025-06-16 22:15:01,Thad Norman,,iMessage
2025-06-16 22:17:25,Thad Norman,Added to the sheet as well,iMessage
2025-06-16 22:19:07,Me,"Thank you siriI
NSDictionary",iMessage
2025-06-16 22:19:42,Me,Not sure I’d ever want to see Mike or Bren out on the street,iMessage
2025-06-16 22:19:52,Thad Norman,Did you see this?,iMessage
2025-06-16 22:20:11,Me,Did not,iMessage
2025-06-16 22:20:39,Me,Can you please send explicit links to pages when referring to them,iMessage
2025-06-16 22:23:17,Me,No text content],iMessage
2025-06-16 22:32:54,Me,My apologies you sent the link already. I disabled the proxy so it should be good to go now.,iMessage
2025-06-16 22:34:25,Me,"Also, I am not sure what the DNS record for pm-bounces is. It’s on several domains.",iMessage
2025-06-16 22:38:15,Me,Can you please send the username and password for this site so I can see it?,iMessage
2025-06-16 22:39:31,Thad Norman,,iMessage
2025-06-16 22:40:32,Thad Norman,"We’re not hosting that site, it’s just for direction on the new home LP",iMessage
2025-06-16 22:40:57,Me,But I’m saying I can’t even see the site,iMessage
2025-06-16 22:41:13,Me,It immediately shows me a password page to view it. They have it behind password protection since it isn’t live.,iMessage
2025-06-16 22:42:43,Thad Norman,"Weird, not sure why that is. I’d just duplicate the main home LP then for now",iMessage
2025-06-16 22:43:32,Me,Not sure I’m tracking,iMessage
2025-06-16 22:43:52,Me,What link do you want me to duplicate explicitly?,iMessage
2025-06-16 22:44:16,Me,,iMessage
2025-06-16 22:44:22,Thad Norman,"We can do it tomorrowiI
NSDictionary",iMessage
2025-06-16 22:44:30,Me,Because I have other clients also lol.,iMessage
2025-06-16 22:44:57,Me,,iMessage
2025-06-16 22:45:13,Me,I’ll be up working on migrations til probably 1am. Christian is as well.,iMessage
2025-06-16 22:45:36,Me,,iMessage
2025-06-17 01:38:49,Me,"Apologies for the late text. Just wrapped staging the remaining sites in the AWS VPS. Took us the entire time since before we began texting at 8p, just so you have an understanding of how long this process takes. There are still a few stragglers we are working through (namely backups with large file sizes), but Christian believes he found a solution for how to deal with them. Will keep you posted. In the meantime, we will be ready probably around tomorrow afternoon to begin having you cut over nameservers. I need to do one more sweep of the DNS records for each domain to make sure we have all of the records in place before we cut over. Have a good night.",iMessage
2025-06-17 01:39:58,Me,"Clarification. We still need to unzip several of the files, but they have been migrated from our OneDrive onto each sites respective installation. So once we unzip and log in with the proper credentials, we can smoke test and then have you point NS at Cloudflare which will complete the cutover.",iMessage
2025-06-17 06:38:12,Thad Norman,,iMessage
2025-06-17 06:38:31,Thad Norman,,iMessage
2025-06-17 08:15:56,Thad Norman,Can we prioritize Window Film Solutions out of all of those today? They’re wanting to make edits to their own site soon,iMessage
2025-06-17 09:59:33,Thad Norman,"Yes sir, go for it",iMessage
2025-06-17 09:59:45,Thad Norman,Also did we get that Shades of Gray form all fixed?,iMessage
2025-06-17 10:00:21,Me,"Yes, Christian said he fixed it",iMessage
2025-06-17 10:00:35,Me,I’ll verify here in a sec,iMessage
2025-06-17 10:03:26,Me,Yes he knocked that out while you and I were on the phone,iMessage
2025-06-17 10:10:06,Thad Norman,It looks like Shades of Gray lead went to Sun Stoppers Houston,iMessage
2025-06-17 10:10:22,Me,I’ll check now,iMessage
2025-06-17 10:14:03,Thad Norman,I just deleted the web hook that was in there,iMessage
2025-06-17 10:14:17,Me,Web hook?,iMessage
2025-06-17 10:14:30,Thad Norman,"Yep, that’s how we connect these lead forms to the CRMs",iMessage
2025-06-17 10:15:05,Me,Ah didn’t know that. So was that what was causing the form to be sent to Sun Stoppers Houston?,iMessage
2025-06-17 10:16:23,Thad Norman,We might need to undo the Webhook delete I just did,iMessage
2025-06-17 10:16:46,Me,I’m not totally sure what that means but are you good to handle that?,iMessage
2025-06-17 10:17:04,Me,,iMessage
2025-06-17 10:18:19,Me,"So Shades of Gray lead went to Sun Stoppers Houston, you deleted the web hook that was in there (which I’m assuming was the reason why the lead was going to SS Houston?) and now it’s fixed? But that needs to be done for all of the other lead forms throughout car-window-tinting.com?",iMessage
2025-06-17 10:30:01,Me,Are you going to be available to change the NS records for windowflmsolutions.com in the next few minutes?,iMessage
2025-06-17 10:30:11,Me,Wrapping up the import,iMessage
2025-06-17 10:31:37,Thad Norman,"Yep, I just finished with a Zoom call with the Google Ads team",iMessage
2025-06-17 10:31:59,Me,Ok great. Almost done,iMessage
2025-06-17 10:58:13,Thad Norman,"I have access to AP3’s site in Squarespace somehow, not sure if that helps?",iMessage
2025-06-17 10:58:23,Me,Oh yeah??,iMessage
2025-06-17 10:58:30,Me,That might work?,iMessage
2025-06-17 10:58:42,Me,Can you share the login with me?,iMessage
2025-06-17 11:00:48,Thad Norman,,iMessage
2025-06-17 11:02:50,Me,That would be perfect,iMessage
2025-06-17 11:03:03,Thad Norman,"Might need your help with this Shades of Gray lead form, still giving us a hard time and not sending the lead to the customer",iMessage
2025-06-17 11:06:41,Me,Ok Christian and I are jumping back on a session in 10,iMessage
2025-06-17 11:06:47,Me,And I’ll get in there with him and solve it,iMessage
2025-06-17 11:07:33,Me,Do you have a login for windshieldsxpress.com?,iMessage
2025-06-17 11:07:41,Me,Windowfilmsolutions is ready to be pointed,iMessage
2025-06-17 11:08:17,Thad Norman,It had a webhook from the duplicated lead form so I deleted that. I just can’t tell if the notifications are still tied to the webhook took. I set the notification email to my personal email to test because I’ve already failed 5 attempts with bothering the customer with it.,iMessage
2025-06-17 11:09:27,Thad Norman,"It doesn’t look like I can setup a login for Squarespace, I can make those changes as soon as you’re ready on those",iMessage
2025-06-17 11:10:01,Me,Ok,iMessage
2025-06-17 11:10:13,Me,I’m fighting with a problematic plugin which is why it’s taking a while,iMessage
2025-06-17 11:10:16,Thad Norman,"They never got it for me, going to have to copy that website and rebuild it",iMessage
2025-06-17 11:10:48,Me,,iMessage
2025-06-17 11:10:55,Me,So you can make sense of why things aren’t moving at nascar speed.,iMessage
2025-06-17 11:11:21,Me,But I think I figured out which one is the problem and I don’t think it’s critical,iMessage
2025-06-17 11:11:29,Me,,iMessage
2025-06-17 11:11:46,Me,I think I can hack it,iMessage
2025-06-17 11:12:02,Thad Norman,"I get it man, just please remember to bill for all those fixes separate from the migrations so I have that to show Bren",iMessage
2025-06-17 11:12:15,Me,,iMessage
2025-06-17 11:12:18,Thad Norman,"K, let’s hold off for now, he hasn’t paid to do that yet",iMessage
2025-06-17 11:12:24,Me,,iMessage
2025-06-17 11:12:57,Thad Norman,"We can hack it after we migrate all of these, might just go ahead and do it for him, he’s a really good client",iMessage
2025-06-17 11:15:22,Thad Norman,We also need to prioritize https://home-window-tinting.com/ so we can get the conversion landing page added to that one,iMessage
2025-06-17 11:18:24,Me,Go ahead and change the name servers for home window tinting,iMessage
2025-06-17 11:18:40,Me,"But if you can, take a screenshot of the DNS records before you do it",iMessage
2025-06-17 11:22:06,Me,I can maybe spend 5 more minutes on windowfilmsolutions.com and then I’m going to have to bow out until about 2pm,iMessage
2025-06-17 11:22:22,Me,I have a big call to prepare for at 1p and haven’t done much for them since last week,iMessage
2025-06-17 11:22:41,Me,But I think I’m close on it — the site is an absolute disaster.,iMessage
2025-06-17 11:53:24,Me,,iMessage
2025-06-17 11:53:38,Me,"Are you about ready? Also, windowfilmsolutions.com is ready too",iMessage
2025-06-17 11:53:46,Thad Norman,"Will do, on a Zoom call at the moment",iMessage
2025-06-17 11:54:10,Me,,iMessage
2025-06-17 11:54:38,Me,Otherwise my next window is going to be around 2:45p-3p,iMessage
2025-06-17 12:08:52,Me,Will notate but this was the troublemaking plugin in windowfilmsolutions.com,iMessage
2025-06-17 12:09:01,Me,And this one,iMessage
2025-06-17 12:24:56,Me,We need our account unlocked for ap3-ppf.com,iMessage
2025-06-17 12:51:42,Thad Norman,,iMessage
2025-06-17 13:13:30,Me,No text content],iMessage
2025-06-17 13:13:46,Me,No text content],iMessage
2025-06-17 13:15:04,Me,brett.cloudflare.com,SMS
2025-06-17 13:15:58,Me,,iMessage
2025-06-17 13:17:22,Thad Norman,"K, am I good to start adding those in GoDaddy?",iMessage
2025-06-17 13:17:48,Me,Wait til 3p please,iMessage
2025-06-17 13:17:56,Thad Norman,"Will do, I’m ready when you are",iMessage
2025-06-17 13:18:06,Me,If that works for you,iMessage
2025-06-17 13:31:29,Me,,iMessage
2025-06-17 13:32:38,Me,Got your text about Redline. That shit is a hot mess. I can get in and untangle it after this call as well.,iMessage
2025-06-17 13:34:10,Thad Norman,"I know, we might just need to nuke that form and start over",iMessage
2025-06-17 13:34:25,Me,That’s exactly what we are going to have to do is my assumption as well,iMessage
2025-06-17 13:34:33,Me,The good news is the leads are being collected,iMessage
2025-06-17 13:34:49,Me,Brittany will need to just sort through them and then distribute them manually to the clients.,iMessage
2025-06-17 13:34:58,Me,For the time being,iMessage
2025-06-17 13:35:02,Me,,iMessage
2025-06-17 13:41:10,Thad Norman,"Shades of Gray shouldn’t have any leads right now, it’s a brand new campaign",iMessage
2025-06-17 13:45:01,Me,,iMessage
2025-06-17 13:45:43,Me,Home window tinting is done fyi and not proxied assuming same functionality of car window tinting,iMessage
2025-06-17 13:46:07,Thad Norman,"Correct, also a conversion landing page website",iMessage
2025-06-17 13:47:08,Me,,iMessage
2025-06-17 13:47:25,Me,Got it. Takes time to figure your shit out 😆,iMessage
2025-06-17 13:47:33,Me,"Patience, padwon!",iMessage
2025-06-17 13:48:31,Me,,iMessage
2025-06-17 13:48:47,Thad Norman,Laughed at an image,iMessage
2025-06-17 14:36:50,Me,Ready?,iMessage
2025-06-17 14:37:08,Me,I’m wrapping this call but am avail to help push through,iMessage
2025-06-17 14:53:33,Thad Norman,"I’m on the phone with my lawyer at the moment, I can call you as soon as I’m off this call",iMessage
2025-06-17 15:11:50,Me,Ok window is open for an hour,iMessage
2025-06-17 15:12:08,Me,Then have to leave to pick the kids up at 4:15,iMessage
2025-06-17 15:35:44,Thad Norman,"K, just finished, cramming down a quick lunch then will be back upstairs",iMessage
2025-06-17 15:37:18,Me,Ok I can walk you through the first one via phone then you will be able to machine gun after that,iMessage
2025-06-17 15:37:26,Me,It’s super easy,iMessage
2025-06-17 16:18:42,Me,Thadanorman@gmail.com,iMessage
2025-06-17 16:45:51,Thad Norman,Prestige has 3 name servers that are a little different. Still good to change that one?,iMessage
2025-06-17 16:46:26,Me,Let’s hold on that one. SEnd me a screenshot please,iMessage
2025-06-17 16:48:25,Thad Norman,,iMessage
2025-06-17 16:48:54,Me,We’ll come back to that one,iMessage
2025-06-17 16:58:43,Thad Norman,"K, found several of these migration status’s as stuck. Are we ok on those sites?",iMessage
2025-06-17 17:13:05,Me,We need a web hook for the car window tinting forms to function. Were you aware?,iMessage
2025-06-17 17:15:16,Me,,iMessage
2025-06-17 17:15:44,Thad Norman,I was not aware of that,iMessage
2025-06-17 17:36:49,Thad Norman,Can I call you back? I’m on the other line right now,iMessage
2025-06-17 17:36:54,Me,"Ok a couple things. Do you have access to some Zapier account, specifically related to car-window-tinting.com?",iMessage
2025-06-17 17:37:30,Thad Norman,"I do not, Bren has kept me locked out of all of that completely",iMessage
